Date,Short-term treasury index,US TIPS 0-5 Years,US TIPS 1-5 years,US Treasury Inflation Notes 1-10 Years,US Aggregate 10 or 10+ Years,US Aggregate,US Corporate HY,US Corporate IG,US Treasury,CHF,Gold,JPY,US treasury 1-3 Year,US Treasury 20+ Years,US Treasury 10+ Years
2023-01-01,0.05139318885448918,0.0,0.0,0.0,0.07476780185758515,0.21145510835913317,0.13808049535603717,0.21145510835913317,0.07476780185758515,0.006191950464396287,0.024767801857585148,0.006191950464396287,0.05139318885448918,0.07476780185758515,0.07476780185758515
2023-02-01,0.05139318885448918,0.0,0.0,0.0,0.07476780185758515,0.21145510835913314,0.13808049535603717,0.21145510835913314,0.07476780185758515,0.006191950464396286,0.024767801857585144,0.006191950464396286,0.05139318885448918,0.07476780185758515,0.07476780185758515
2023-03-01,0.0488235294117647,0.0,0.0,0.0,0.0710294117647059,0.21088235294117644,0.1611764705882353,0.21088235294117644,0.0710294117647059,0.0058823529411764705,0.023529411764705882,0.0058823529411764705,0.0488235294117647,0.0710294117647059,0.0710294117647059
2023-04-01,0.0488235294117647,0.0,0.0,0.0,0.0710294117647059,0.21088235294117644,0.1611764705882353,0.21088235294117644,0.0710294117647059,0.0058823529411764705,0.023529411764705882,0.0058823529411764705,0.0488235294117647,0.0710294117647059,0.0710294117647059
2023-05-01,0.04882352941176471,0.0,0.0,0.0,0.0710294117647059,0.21088235294117647,0.1611764705882353,0.21088235294117647,0.0710294117647059,0.0058823529411764705,0.023529411764705882,0.0058823529411764705,0.04882352941176471,0.0710294117647059,0.0710294117647059
2023-06-01,0.033050333535476054,0.0,0.0,0.0,0.04032747119466345,0.20800485142510616,0.30806549423893276,0.20800485142510616,0.04032747119466345,0.01212856276531231,0.02425712553062462,0.01212856276531231,0.033050333535476054,0.04032747119466345,0.04032747119466345
2023-07-01,0.033050333535476054,0.0,0.0,0.0,0.04032747119466345,0.20800485142510616,0.30806549423893276,0.20800485142510616,0.04032747119466345,0.01212856276531231,0.02425712553062462,0.01212856276531231,0.033050333535476054,0.04032747119466345,0.04032747119466345
2023-08-01,0.033050333535476054,0.0,0.0,0.0,0.04032747119466345,0.20800485142510616,0.30806549423893276,0.20800485142510616,0.04032747119466345,0.012128562765312313,0.024257125530624625,0.012128562765312313,0.033050333535476054,0.04032747119466345,0.04032747119466345
2023-09-01,0.033050333535476054,0.0,0.0,0.0,0.04032747119466345,0.20800485142510616,0.30806549423893276,0.20800485142510616,0.04032747119466345,0.01212856276531231,0.02425712553062462,0.01212856276531231,0.033050333535476054,0.04032747119466345,0.04032747119466345
2023-10-01,0.033050333535476054,0.0,0.0,0.0,0.04032747119466345,0.20800485142510616,0.30806549423893276,0.20800485142510616,0.04032747119466345,0.01212856276531231,0.02425712553062462,0.01212856276531231,0.033050333535476054,0.04032747119466345,0.04032747119466345
